Timestep,glut_med1_r,glut_med2_r,glut_med3_r,glut_min1_r,glut_min2_r,glut_min3_r,semimem_r,semiten_r,bifemlh_r,bifemsh_r,sar_r,add_long_r,add_brev_r,add_mag1_r,add_mag2_r,add_mag3_r,tfl_r,pect_r,grac_r,glut_max1_r,glut_max2_r,glut_max3_r,iliacus_r,psoas_r,quad_fem_r,gem_r,peri_r,rect_fem_r,vas_med_r,vas_int_r,vas_lat_r,med_gas_r,lat_gas_r,soleus_r,tib_post_r,flex_dig_r,flex_hal_r,tib_ant_r,per_brev_r,per_long_r,per_tert_r,ext_dig_r,ext_hal_r,glut_med1_l,glut_med2_l,glut_med3_l,glut_min1_l,glut_min2_l,glut_min3_l,semimem_l,semiten_l,bifemlh_l,bifemsh_l,sar_l,add_long_l,add_brev_l,add_mag1_l,add_mag2_l,add_mag3_l,tfl_l,pect_l,grac_l,glut_max1_l,glut_max2_l,glut_max3_l,iliacus_l,psoas_l,quad_fem_l,gem_l,peri_l,rect_fem_l,vas_med_l,vas_int_l,vas_lat_l,med_gas_l,lat_gas_l,soleus_l,tib_post_l,flex_dig_l,flex_hal_l,tib_ant_l,per_brev_l,per_long_l,per_tert_l,ext_dig_l,ext_hal_l,ercspn_r,ercspn_l,intobl_r,intobl_l,extobl_r,extobl_l
362,-148.56062,-30.359392,-13.443351,-27.789219,-20.784443,-16.980862,-22.980932,-19.73568,-6.893844,-111.62838,-4.707022,-0.0047647795,-0.001650351,-0.013289389,-0.033994783,-0.53782654,-35.006687,-0.00049573276,-0.0019118894,-4.214435,-3.8632603,-0.158422,-292.0091,-262.5362,-0.044044778,-0.0078229355,-1.6919897,-131.10526,-6.320766,-18.797102,-12.046494,-248.02737,-71.552986,-1152.2667,-301.9555,-14.901758,-21.183844,-2.8563843,-1.3624471e-05,-75.824646,-0.1635644,-1.1122384,-0.06761538,-76.176994,-41.599545,-129.31538,-8.071965,-12.590461,-30.691345,-161.51006,-50.18546,-159.65727,-159.19656,-4.605259,-12.282649,-0.51286066,-7.665413,-2.8708196,-18.084589,-15.8341255,-0.36386412,-2.93478,-56.151745,-114.18893,-52.495213,-12.618574,-12.006781,-8.699658,-7.4633417,-49.37495,-12.001001,-2.703032,-9.604672,-4.6741366,-0.36132345,-0.61526614,-0.0070116343,-6.528586,-0.14991532,-0.017948374,-325.9369,-0.68854547,-7.542292,-0.05586841,-106.70303,-15.967501,-287.41418,-711.7148,-2.1819139,-58.41531,-5.950519,-81.78092
363,-132.01782,-26.137901,-11.780411,-25.027502,-18.404888,-15.366478,-19.042788,-20.443245,-12.291187,-106.82517,-4.711289,-0.004181696,-0.0014514683,-0.011775481,-0.030139737,-0.47817978,-32.85019,-0.0004348627,-0.0016431409,-3.7000835,-3.4192657,-0.14177737,-286.23526,-256.2865,-0.03849192,-0.3145515,-1.4886044,-119.21222,-6.443813,-20.153603,-12.108562,-179.65048,-54.862217,-962.8999,-288.40326,-14.129765,-20.139498,-2.5494142,-1.1823617e-05,-74.03149,-0.1460939,-0.9926333,-0.06040236,-120.66894,-49.975506,-128.46667,-13.8623495,-16.776768,-30.32135,-125.95372,-45.790478,-138.5978,-142.1507,-4.39459,-10.432354,-0.44456983,-7.081049,-2.5184908,-17.946129,-15.13804,-0.314461,-2.545041,-61.972225,-116.618065,-52.444088,-10.995651,-10.468951,-7.6472683,-7.015337,-48.399124,-10.657009,-2.6840003,-10.459257,-4.702033,-3.087971,-2.2036657,-0.4689851,-8.252142,-0.1777566,-0.022172175,-374.0397,-0.6559195,-7.604195,-0.049449928,-127.27354,-17.333208,-263.14932,-628.32776,-1.9500469,-44.661415,-5.2816367,-76.54562
364,-126.479836,-24.032568,-10.973198,-23.344196,-17.45391,-15.148686,-14.18227,-19.05232,-14.376016,-97.49378,-4.619852,-8.865896,-0.0012326881,-0.009989974,-0.025566565,-0.41177937,-31.821123,-0.00037228817,-0.0013807925,-3.3206456,-3.0368016,-0.12015331,-284.63263,-250.07301,-0.031324502,-0.2714711,-1.3902695,-109.747955,-6.8000226,-21.958082,-12.537039,-103.67932,-35.306934,-682.6534,-262.56113,-13.083571,-19.829914,-2.269714,-1.0178139e-05,-70.69732,-0.13051847,-0.884713,-0.053917438,-198.58191,-88.287,-154.84138,-24.14234,-23.398531,-36.013386,-74.98871,-37.57059,-106.656395,-117.682556,-4.1473465,-9.03505,-0.39642346,-6.591697,-2.2787056,-17.114214,-20.307222,-0.2762636,-2.1431954,-77.221725,-130.428,-51.120956,-9.47628,-9.052943,-8.423276,-8.143005,-48.136604,-9.4642935,-2.834615,-11.834576,-5.0100756,-45.902412,-21.609226,-5.0355124,-17.869135,-0.35248664,-0.04658135,-196.76807,-0.7930528,-10.803528,-0.025080593,-71.80263,-9.916109,-330.4891,-549.2991,-193.5494,-39.366096,-4.684354,-70.56918
365,-135.48036,-24.52654,-11.463658,-23.502832,-18.589338,-17.669275,-9.717949,-18.699888,-11.613855,-129.21927,-10.166759,-50.232174,-4.4983597,-7.638063,-0.019070826,-0.34422463,-33.78813,-5.6764393,-6.442748,-3.1909432,-2.85001,-0.099173464,-418.81204,-385.1771,-0.115637735,-0.1883833,-1.4666343,-107.176414,-7.4458504,-24.258913,-13.412516,-37.485153,-16.599207,-335.87543,-219.11525,-11.48946,-17.332346,-2.0234745,-8.695367e-06,-63.84599,-0.11592749,-0.7850072,-0.04788415,-267.07626,-158.58284,-221.52107,-36.262135,-30.83598,-47.8257,-59.06968,-33.116188,-91.28015,-97.14809,-3.6832368,-8.935607,-0.38714224,-6.8362684,-2.1769762,-31.02256,-21.794283,-0.2671201,-1.9228054,-105.99219,-186.8553,-49.19646,-8.583048,-8.192266,-8.802794,-7.552888,-48.160664,-8.404923,-339.36807,-341.2661,-586.6171,-41.12082,-19.338186,-4.774492,-15.844555,-0.3155237,-0.041874435,-68.29739,-0.74756384,-9.798245,-2.1536338,-30.912619,-4.612817,-953.08624,-484.93945,-401.1578,-46.831764,-186.41617,-68.59463
366,-134.09666,-23.044792,-11.019787,-21.836792,-18.01153,-17.31765,-6.194766,-16.512783,-8.6274185,-121.51746,-11.641346,-44.575924,-3.9329305,-6.187212,-0.015044279,-0.30086112,-49.646492,-9.333891,-6.79897,-2.9915478,-2.669142,-0.08723105,-457.47626,-413.97876,-0.09024354,-0.13857935,-1.388436,-170.05101,-8.532114,-27.313082,-14.945966,-2.3207643,-3.1518943,-82.10811,-165.99968,-9.35998,-13.642235,-1.8086284,-2.3623388,-54.76488,-0.10279617,-0.6974209,-0.042554963,-292.76852,-173.26677,-224.4823,-37.461674,-29.71091,-46.627453,-64.844536,-31.460392,-85.24273,-85.91289,-3.2431412,-8.738075,-0.36830935,-6.478016,-1.9807563,-53.57818,-20.803968,-0.25515378,-1.7667491,-113.75908,-209.6035,-45.8187,-7.877762,-7.4940214,-7.5595646,-6.7582264,-44.301083,-7.5422177,-620.3237,-663.0825,-1056.3259,-21.416477,-10.411294,-3.8647783,-12.057439,-0.24036324,-0.032032955,-240.2285,-0.5568778,-7.319007,-9.710381,-89.64288,-12.940257,-1029.0068,-424.06,-522.60236,-44.72204,-272.93958,-57.080723
367,-145.46495,-20.554363,-10.127634,-20.586113,-17.584522,-15.763731,-4.2895155,-14.539403,-6.828453,-112.4088,-11.842726,-36.936546,-3.3591745,-5.1313047,-0.012931246,-0.27226073,-57.843235,-8.839241,-6.27595,-2.7354445,-2.4652271,-0.08105836,-460.17264,-420.2949,-0.074697986,-0.11929251,-1.2874043,-230.10678,-10.077001,-30.964018,-17.159523,0.0,-0.040686183,-7.383836,-123.09624,-7.3862705,-10.400299,-1.6207467,-2.218327,-46.840973,-0.09125803,-0.6205562,-0.03787429,-269.52356,-151.70842,-186.14987,-36.214924,-27.440111,-40.601444,-65.41034,-29.004808,-74.295525,-81.02527,-2.9382095,-8.364896,-0.33656448,-5.4418554,-1.5937012,-46.9379,-19.035048,-0.2422866,-1.6267245,-99.911125,-183.03981,-39.334846,-7.40167,-7.031679,-6.121777,-6.060045,-34.797386,-6.926125,-656.4324,-700.63446,-1130.427,-30.853483,-14.37623,-3.9202893,-11.903161,-0.2467413,-0.031824466,-181.59923,-0.51599693,-6.9304094,-8.413205,-71.88212,-10.581201,-1014.7373,-361.73975,-514.89014,-38.387974,-255.85487,-48.286514
368,-137.32674,-16.72515,-7.927718,-16.959368,-15.164438,-11.728568,-3.207587,-13.338865,-5.6885886,-102.56212,-12.22055,-43.08755,-3.230907,-7.4785795,-0.013115951,-0.26162332,-54.027157,-10.973519,-7.543063,-2.385962,-2.221358,-0.080555044,-449.6027,-406.27756,-0.072232775,-0.11256086,-0.9280458,-233.60071,-12.149434,-35.224247,-20.142756,0.0,0.0,-0.010744328,-98.442345,-6.2756715,-9.027136,-1.45319,-6.31431,-41.54845,-0.0810385,-0.5523674,-0.033719458,-312.52975,-195.7821,-263.6123,-38.53059,-29.256971,-54.77726,-34.553165,-22.212156,-52.581448,-60.21698,-2.542445,-6.1470823,-0.25374523,-3.845781,-1.2440363,-51.180206,-17.110353,-0.18946727,-1.3030715,-118.95364,-224.21518,-40.35541,-6.2814,-5.990685,-5.7371078,-5.567423,-43.888874,-6.601473,-771.04443,-818.4057,-1322.8097,-28.143759,-13.181389,-3.5338228,-10.869178,-0.23117785,-0.029334906,-120.29498,-0.48176867,-6.535009,-7.929345,-51.17775,-7.718047,-1368.7263,-304.87677,-532.3322,-25.879993,-396.60495,-29.806908
369,-121.78021,-16.13144,-8.540885,-15.352902,-14.608891,-12.236809,-2.5391293,-12.263857,-4.8176064,-92.74526,-12.767595,-63.270973,-9.315901,-12.763101,-0.010681343,-0.2354886,-52.908997,-13.78742,-9.391146,-2.2905886,-2.111606,-0.07560193,-416.28516,-377.88495,-6.148438,-1.3412418,-1.2139329,-269.92963,-14.820917,-40.10238,-23.990139,0.0,0.0,0.0,-84.95738,-5.748478,-8.444754,-1.3021846,-7.4525228,-38.175148,-0.07194665,-0.49151844,-0.03001042,-315.60757,-182.50002,-215.70735,-42.20267,-25.942818,-45.789932,-34.193504,-20.220304,-47.125496,-52.765636,-2.2159255,-6.286889,-0.25860888,-4.1985464,-1.2563506,-55.49219,-15.432883,-0.18510778,-1.2080916,-109.178734,-209.14265,-36.708855,-5.6476316,-5.374906,-5.0671687,-4.8609867,-36.399773,-6.445235,-839.1794,-900.2054,-1438.0325,-24.015066,-11.171553,-3.166792,-9.441435,-0.19962652,-0.025550071,-142.76567,-0.40727252,-5.484785,-11.634247,-59.967133,-9.071211,-1592.829,-289.785,-473.41095,-27.888302,-369.50333,-31.64582
370,-102.32182,-14.399659,-7.750904,-13.303511,-12.817771,-10.875582,-2.4869938,-11.905308,-4.514143,-85.69371,-12.528082,-68.6688,-15.365129,-15.981023,-0.009394548,-0.21494411,-47.857243,-14.356851,-10.004858,-2.0884428,-1.9263735,-0.069548234,-379.13303,-344.9952,-14.564423,-3.4197137,-1.1390765,-275.82935,-18.007881,-45.359512,-28.568491,0.0,0.0,-0.021322565,-80.73969,-5.65143,-8.294204,-1.1650068,-7.205035,-36.136578,-0.06383011,-0.43697506,-0.02668478,-328.74716,-177.09953,-195.62646,-47.70272,-30.560211,-43.587315,-30.030396,-17.634531,-40.919384,-45.10303,-1.9353366,-5.6611524,-0.23589662,-3.9289358,-1.1525333,-55.5845,-21.03281,-0.16637012,-1.076122,-104.929726,-197.78902,-32.609543,-4.9751306,-4.737223,-4.6264863,-4.268368,-31.039528,-6.4391975,-839.44183,-908.6987,-1462.9333,-21.844814,-10.212572,-2.84563,-8.449494,-0.18110867,-0.023050636,-113.1909,-0.3711684,-5.026319,-10.553945,-50.637604,-7.5424104,-1501.2406,-256.14294,-474.25912,-26.971912,-324.71686,-30.437695
371,-86.70139,-12.823615,-6.9545984,-11.722124,-11.359901,-9.616414,-2.7090774,-12.116023,-4.4487605,-83.74392,-13.206356,-75.01628,-19.174353,-15.851709,-0.008075351,-0.19325793,-43.543922,-13.697283,-10.665,-1.8909923,-1.7421584,-0.062941045,-357.00232,-324.748,-18.029245,-5.050316,-1.0503078,-291.17224,-21.49972,-50.642788,-33.5682,0.0,-0.094097994,-1.6849383,-79.94582,-5.7706757,-8.331288,-1.040302,-6.798221,-34.405327,-0.056580886,-0.38805538,-0.023701414,-317.80905,-160.61264,-157.64398,-48.239925,-31.45685,-37.887794,-28.851679,-15.806095,-36.666073,-40.395023,-1.7074234,-5.206063,-0.21878439,-3.7378573,-1.0554441,-53.916374,-24.129536,-0.15250777,-0.9801629,-94.181465,-173.02933,-28.04665,-4.454678,-4.241711,-4.143975,-3.743304,-23.400291,-6.567426,-814.52014,-889.5376,-1443.743,-19.321518,-9.022652,-2.559246,-7.4551587,-0.16041318,-0.020454954,-108.22418,-0.3269286,-4.425666,-10.340196,-49.68572,-7.3979764,-1358.6915,-226.96048,-423.66016,-26.73586,-259.14688,-30.084116
372,-74.233864,-11.375049,-6.1782484,-10.328372,-10.037221,-8.46594,-3.2274256,-12.270984,-4.407264,-88.99132,-14.7705145,-69.6539,-17.896572,-14.346382,-0.0069853985,-0.17438263,-40.030968,-12.492307,-10.461185,-1.7105861,-1.5749264,-0.056853477,-340.5653,-314.7044,-16.914692,-5.0375023,-0.948938,-348.30936,-25.172949,-55.804363,-38.810974,-3.9699595,-2.614807,-28.839508,-94.127914,-6.80156,-10.219791,-109.38884,-6.4466376,-33.97996,-0.17795184,-27.112593,-0.02101694,-293.76785,-140.84587,-122.027466,-46.218742,-29.389883,-31.46216,-32.835354,-14.976632,-35.95408,-37.97086,-1.5128073,-4.745087,-0.20222047,-3.521834,-0.9730139,-51.498924,-24.905468,-0.1394976,-0.91280746,-81.77864,-147.83357,-24.115618,-3.9916832,-3.802239,-3.6481278,-3.2346497,-15.987177,-25.7598,-764.4973,-835.82074,-1365.6403,-17.013325,-7.918064,-2.2771404,-6.3934274,-0.13640122,-0.017556991,-128.2554,-0.27666217,-3.707085,-11.933799,-58.203472,-8.683159,-1192.6096,-197.00891,-362.60004,-26.042606,-218.04933,-30.662882
373,-63.903492,-9.975053,-5.470189,-8.717445,-8.583323,-7.4530025,-4.464084,-12.3689785,-4.3443313,-98.7591,-15.726713,-67.88986,-16.386398,-14.041508,-0.0066521745,-0.15802343,-36.81818,-11.852124,-10.196981,-1.5402097,-1.425674,-0.051492397,-332.39383,-307.68884,-16.934408,-5.1683702,-0.8361857,-361.2409,-28.954039,-60.78798,-44.194145,-18.861135,-8.356002,-88.91115,-110.76933,-7.895793,-12.587094,-184.55096,-6.138996,-33.846336,-0.16342707,-49.74238,-0.018131014,-293.82812,-134.15707,-111.959946,-46.25313,-29.876436,-31.501398,-30.430622,-13.2589855,-31.59084,-34.4507,-1.3459023,-4.220811,-0.17729135,-3.0046642,-0.81388545,-46.696968,-27.084146,-0.12450323,-0.8152287,-75.267075,-133.48605,-20.69866,-3.5541387,-3.3898606,-3.1536472,-2.8056486,-13.62778,-66.11595,-744.113,-810.91254,-1325.7056,-15.045805,-7.0152774,-2.0298533,-5.716267,-0.1224487,-0.015765103,-116.79389,-0.2466511,-3.3158891,-11.056442,-54.519333,-8.077408,-1051.0244,-168.48482,-318.06906,-22.707056,-188.42638,-106.34743
374,-55.202656,-8.823603,-4.845421,-7.5532594,-7.5237517,-6.5619864,-5.273718,-12.073107,-4.294337,-102.577675,-15.977577,-61.293697,-14.030275,-12.16714,-0.0059932163,-0.14210884,-34.971985,-10.695795,-9.690604,-1.3887767,-1.2915947,-0.046770167,-320.49918,-298.8916,-16.31642,-5.409038,-0.75042015,-380.8401,-32.740917,-65.5089,-49.57402,-28.941002,-11.877629,-121.25682,-111.32232,-7.9489655,-13.135689,-219.477,-5.639202,-31.702353,-0.13736077,-61.792942,-0.015250099,-279.87827,-118.44984,-88.10358,-45.55484,-28.802467,-27.020588,-33.34742,-12.525338,-30.320572,-32.734657,-1.2026138,-3.7702582,-0.16097565,-2.7210212,-0.71647483,-41.37059,-32.290787,-0.11249128,-0.7549965,-64.91412,-113.331085,-16.551588,-3.1597764,-3.0211537,-2.6542358,-2.1987097,-8.597774,-141.96942,-664.1384,-720.23566,-1188.7842,-12.646216,-5.8451757,-1.5769361,-4.3430204,-0.09395383,-0.012033952,-163.99222,-0.20310819,-2.6396217,-13.530814,-74.37944,-10.143006,-904.2174,-145.6349,-271.27142,-20.368929,-157.90866,-116.49952
375,-47.861534,-7.741459,-4.294206,-6.315494,-6.3642054,-5.793038,-6.314564,-11.675242,-4.412565,-104.626755,-15.714803,-58.361618,-12.742384,-11.719011,-0.005796101,-0.12771818,-30.462929,-9.777893,-9.22022,-1.2530966,-1.1725212,-0.042597156,-300.0013,-281.96124,-15.8692255,-5.195349,-0.6617308,-380.29294,-36.45627,-69.919266,-54.84113,-35.537216,-14.08852,-139.29935,-107.14852,-7.6930594,-12.945135,-248.11244,-5.1240096,-29.167635,-0.114633605,-71.95824,-0.012723183,-280.56696,-115.95397,-91.32196,-44.340576,-29.249165,-29.174099,-31.105858,-11.192087,-27.668684,-28.752234,-1.0581175,-3.3560772,-0.13886073,-2.2905953,-0.60546976,-37.946495,-32.667477,-0.09958655,-0.6635503,-62.22038,-107.045,-14.293291,-2.795251,-2.673332,-2.3393726,-2.0254915,-9.028884,-236.9362,-637.51794,-691.4103,-1145.3707,-11.734829,-5.4639106,-1.5946729,-4.20824,-0.09037875,-0.011661927,-148.03006,-0.18552944,-2.4592798,-11.680348,-69.58538,-8.8785925,-789.454,-122.6836,-251.63507,-17.949907,-149.01924,-143.58875
376,-41.44007,-6.8094797,-3.804772,-5.3417597,-5.443088,-5.078588,-7.187902,-11.1337185,-4.4323993,-107.01992,-15.388998,-55.762653,-11.363365,-10.926012,-0.005375051,-0.1146386,-26.98079,-8.856188,-8.834907,-1.1306965,-1.064965,-0.038864452,-282.47827,-267.64,-16.29556,-5.28642,-0.5873859,-359.72678,-39.98528,-73.93195,-59.835133,-39.35655,-15.302025,-146.90627,-100.42162,-7.2619686,-12.461797,-257.73596,-4.6209364,-26.52114,-1.143206,-74.54752,-1.3088983,-280.5469,-109.89224,-85.36667,-43.818443,-29.340076,-28.789341,-29.0998,-10.037043,-24.935223,-25.594822,-0.93594503,-2.9856663,-0.121800184,-1.9716845,-0.5178109,-33.01288,-35.88568,-0.088667355,-0.5905348,-56.899635,-95.406364,-11.678414,-2.4738722,-2.368904,-2.030429,-1.7561672,-7.9430356,-240.22217,-581.94556,-628.4129,-1050.7284,-10.37584,-4.8277326,-1.4150742,-3.72402,-0.08009255,-0.010343977,-144.68588,-0.16386211,-2.17326,-11.05994,-68.026,-8.609671,-716.0055,-105.25531,-228.32964,-15.795796,-136.05743,-141.51175
377,-36.17415,-6.026597,-3.3734567,-4.696539,-4.7993793,-4.49271,-7.733135,-10.511258,-4.333321,-108.51195,-15.045088,-53.42551,-10.336255,-10.339147,-0.0048275837,-0.10296598,-24.06636,-7.893627,-8.530255,-1.0210491,-0.9671855,-0.035439137,-262.76416,-251.9412,-18.547995,-5.2527575,-0.52369297,-337.8338,-43.22208,-77.481544,-64.40824,-41.189808,-15.813017,-142.72348,-91.905,-6.7062902,-11.919695,-251.53578,-4.143098,-23.888678,-2.619037,-72.27225,-2.7872267,-271.31473,-101.17665,-74.41953,-42.64285,-28.422781,-26.232153,-28.40626,-9.197135,-23.222366,-22.856323,-0.8264953,-2.66269,-0.10879297,-1.781216,-0.46167246,-28.905191,-37.042675,-0.07933507,-0.5307425,-50.741573,-82.106865,-9.749418,-2.1894891,-2.0989177,-1.8074083,-1.5282251,-6.5181937,-231.56248,-514.5831,-550.10596,-934.04395,-9.159773,-4.2542143,-1.1526662,-3.051471,-0.066077046,-0.008496086,-157.91676,-0.14030182,-1.8305119,-11.531449,-73.113785,-9.31436,-659.61273,-91.02078,-214.5056,-14.125953,-128.80759,-139.62222
378,-31.543076,-5.305458,-2.9900665,-4.1008115,-4.1801043,-3.942802,-7.7303348,-9.658732,-4.057089,-107.513504,-14.794202,-64.30763,-14.548866,-14.796243,-0.004356555,-0.09252144,-20.884274,-7.340853,-8.430376,-0.92131543,-0.87679374,-0.032269526,-247.50195,-242.41037,-28.560627,-7.3571577,-8.115282,-333.5422,-46.07216,-80.515564,-68.42491,-44.402676,-16.828888,-132.11055,-84.676765,-6.2378306,-11.477612,-263.73666,-3.7436671,-21.735498,-5.0213337,-80.75759,-5.5462184,-276.4765,-96.78193,-67.514595,-42.755493,-29.02809,-25.74814,-25.051468,-8.087622,-20.420576,-20.05723,-0.72891545,-2.3686156,-0.095138706,-1.5444994,-0.39816839,-24.261965,-38.63917,-0.07047011,-0.46865097,-45.58923,-69.07707,-8.291032,-1.9374086,-1.8589019,-1.6433337,-1.4293439,-6.49232,-225.39955,-459.5427,-487.39197,-837.9717,-8.095531,-3.7626991,-1.0670332,-2.7696068,-0.0598573,-0.0077173905,-144.04668,-0.12498308,-1.6403869,-10.660326,-68.2519,-8.7807865,-620.69696,-78.44891,-226.25142,-12.471694,-129.35146,-170.03542
379,-27.758253,-4.706973,-2.650939,-3.7392364,-3.7764082,-3.5074248,-7.338318,-8.757872,-3.724029,-107.31075,-14.511655,-62.502792,-15.173296,-14.545523,-0.0038303991,-0.083057925,-18.385437,-6.6170907,-8.224049,-0.83064157,-0.7933172,-0.029288637,-229.41393,-228.9642,-34.187912,-8.731535,-21.350191,-316.9731,-48.449684,-82.98476,-71.76903,-42.63059,-16.232243,-116.81981,-76.625725,-5.7223525,-10.546229,-244.14706,-3.3880208,-19.76652,-5.8493876,-74.76732,-6.041533,-274.46945,-89.53253,-56.588715,-46.685905,-34.16166,-23.174313,-23.28701,-7.3047857,-18.75465,-17.650183,-1.8772836,-2.1108675,-0.08523548,-1.4265924,-0.36646718,-21.112165,-50.524616,-0.06289517,-0.41817263,-39.17244,-56.813198,-7.419081,-1.7142112,-1.6458982,-1.5100411,-1.3026322,-5.880232,-225.42627,-387.07516,-408.93823,-707.1862,-7.1462426,-3.3129756,-0.8541963,-11.342962,-2.8252964,-0.006442437,-137.53621,-0.10802052,-1.4004549,-10.3371525,-66.47988,-8.780212,-575.26215,-68.57204,-208.96725,-11.14834,-120.80141,-181.96773
380,-24.37345,-4.156577,-2.34971,-3.309021,-3.332646,-3.0979083,-6.740362,-7.8666573,-3.3717391,-107.02766,-14.260559,-61.601315,-15.22323,-14.384561,-0.0034160602,-0.07452118,-16.028662,-6.1971817,-7.9744463,-0.74779624,-0.7163456,-0.026518425,-218.20636,-219.12578,-34.79711,-8.615953,-21.44476,-297.64902,-50.332256,-84.90493,-74.41237,-37.804314,-14.417284,-104.21379,-67.398926,-5.111419,-9.525106,-221.69153,-3.0317047,-17.685041,-5.669548,-68.66713,-5.627513,-274.18024,-87.22479,-50.164597,-47.934174,-34.963097,-22.919968,-19.927526,-6.367386,-16.319477,-15.356794,-1.9199945,-1.8778543,-0.07529656,-1.2761005,-0.32843933,-18.255377,-54.560368,-0.055857,-0.36836767,-34.895752,-47.864323,-6.6404243,-1.5154207,-1.4556382,-1.3618456,-1.1660196,-5.739168,-216.84465,-339.3997,-358.18616,-622.2102,-6.3155017,-2.9327838,-0.8141812,-11.167082,-2.7998958,-0.005916443,-116.89101,-0.09653464,-1.2621126,-9.098275,-58.230648,-7.8718305,-526.4101,-60.343723,-180.6931,-9.879604,-110.25025,-189.37471
381,-21.443201,-3.6822624,-2.0835378,-2.9407978,-2.9628227,-2.7439399,-6.2167344,-7.043874,-3.0480373,-101.47689,-13.631166,-57.24774,-14.44567,-13.52816,-0.0030321977,-0.06680469,-13.7353525,-5.5675416,-7.3564076,-0.6728616,-0.6460177,-0.023958791,-197.7625,-199.96089,-34.570717,-8.504198,-21.432117,-275.92215,-51.73337,-86.3146,-76.37257,-33.71596,-12.8337555,-93.42162,-58.84762,-4.52286,-8.768965,-198.16284,-2.693405,-15.683702,-6.3299084,-62.555298,-5.970315,-268.7414,-81.49476,-41.896175,-47.97361,-33.921444,-21.407812,-17.999453,-5.6867743,-14.68628,-13.687093,-4.4570246,-1.6726,-0.06735146,-1.1653011,-0.30366597,-16.251778,-57.799786,-0.049768504,-0.32681227,-29.734724,-40.105957,-5.993048,-31.27532,-1.286161,-1.2131655,-1.0281135,-4.9333706,-232.6685,-287.36194,-302.55157,-529.00507,-5.5684795,-2.575924,-0.6638817,-9.410986,-2.4049923,-0.0050035277,-113.799774,-0.08385008,-1.0861237,-8.537664,-56.502884,-7.7929583,-461.01825,-53.186962,-151.22331,-8.766529,-96.18571,-190.26616
382,-18.860111,-3.2445295,-1.8469614,-2.5559678,-2.5800495,-2.4204748,-5.8212943,-6.2802677,-2.771136,-91.84994,-12.990792,-55.636856,-14.168713,-13.312377,-0.0027293456,-0.05987105,-11.425339,-5.1115847,-6.632367,-0.60431796,-0.581709,-0.02161819,-181.44202,-184.24127,-35.8399,-8.5816145,-24.073225,-261.0175,-61.584393,-94.81029,-119.99467,-30.174322,-11.458349,-83.89372,-51.45247,-3.9930997,-8.309544,-180.07697,-2.379046,-13.824947,-6.8189793,-57.957752,-6.167329,-277.93015,-80.15921,-37.983486,-50.321064,-35.909523,-22.263102,-15.180085,-4.9235573,-12.678456,-36.457455,-5.8982563,-1.4854374,-0.059206463,-1.033148,-0.2709384,-14.337795,-62.269882,-0.044009756,-0.28628,-25.720177,-34.797825,-5.4293647,-56.322548,-1.1331582,-1.0779425,-0.9068374,-4.765896,-244.15797,-243.68513,-258.05014,-452.35577,-4.9249883,-2.2852676,-0.6368249,-8.662158,-2.2101102,-0.004612941,-102.70533,-0.075041786,-0.9811859,-7.2810755,-50.960625,-7.04301,-395.8811,-46.89407,-128.57568,-7.7795563,-83.271835,-203.58284
383,-16.59628,-2.8589265,-1.6367788,-2.2558053,-2.2700403,-2.1363914,-5.5299487,-5.5798173,-2.5324006,-84.42328,-12.486734,-54.99115,-17.362488,-13.678209,-0.0024221374,-0.05359677,-9.849907,-4.716744,-6.0935087,-0.5411214,-0.5227847,-0.86204076,-171.2533,-175.25748,-36.12696,-8.435192,-23.797276,-248.78812,-121.43868,-154.66505,-234.70726,-27.05691,-10.247809,-75.332,-45.048733,-3.6703854,-8.175923,-167.23494,-2.0953815,-12.154775,-6.7309575,-54.67066,-6.077746,-278.53033,-79.31036,-32.82024,-50.243282,-37.247593,-22.186808,-13.249559,-4.3321385,-11.194617,-33.605015,-5.921942,-1.3205295,-0.052655347,-0.93195915,-0.2478767,-12.867908,-63.58003,-0.039052997,-0.25243437,-22.259274,-29.980589,-4.9530196,-53.131615,-0.9971238,-0.95635796,-0.799989,-4.2281895,-274.54144,-210.41148,-226.36893,-399.5259,-4.3327394,-2.00086,-0.54071265,-7.446703,-2.005504,-0.0039761155,-106.95216,-0.065591484,-0.8532042,-6.7320404,-51.659588,-6.975223,-339.36322,-41.476837,-109.33801,-11.3286085,-78.89978,-201.99484
