Timestep,glut_med1_r,glut_med2_r,glut_med3_r,glut_min1_r,glut_min2_r,glut_min3_r,semimem_r,semiten_r,bifemlh_r,bifemsh_r,sar_r,add_long_r,add_brev_r,add_mag1_r,add_mag2_r,add_mag3_r,tfl_r,pect_r,grac_r,glut_max1_r,glut_max2_r,glut_max3_r,iliacus_r,psoas_r,quad_fem_r,gem_r,peri_r,rect_fem_r,vas_med_r,vas_int_r,vas_lat_r,med_gas_r,lat_gas_r,soleus_r,tib_post_r,flex_dig_r,flex_hal_r,tib_ant_r,per_brev_r,per_long_r,per_tert_r,ext_dig_r,ext_hal_r,glut_med1_l,glut_med2_l,glut_med3_l,glut_min1_l,glut_min2_l,glut_min3_l,semimem_l,semiten_l,bifemlh_l,bifemsh_l,sar_l,add_long_l,add_brev_l,add_mag1_l,add_mag2_l,add_mag3_l,tfl_l,pect_l,grac_l,glut_max1_l,glut_max2_l,glut_max3_l,iliacus_l,psoas_l,quad_fem_l,gem_l,peri_l,rect_fem_l,vas_med_l,vas_int_l,vas_lat_l,med_gas_l,lat_gas_l,soleus_l,tib_post_l,flex_dig_l,flex_hal_l,tib_ant_l,per_brev_l,per_long_l,per_tert_l,ext_dig_l,ext_hal_l,ercspn_r,ercspn_l,intobl_r,intobl_l,extobl_r,extobl_l
23,-202.1249,-10.43631,-5.9415383,-43.102997,-25.82938,-14.403499,-15.066232,-9.865154,-4.5599823,-184.55263,-13.69516,-10.355244,-6.126225,-4.066237,-3.1864939,-3.2666862,-55.672455,0.0,-1.3451022,-1.863156,-2.6770792,-2.5256722,-629.2176,-601.94446,-2.52624,-0.79397994,-2.9056132,-360.4604,-0.8274938,-9.901636,-1.8371319,-257.122,-75.366425,-1277.063,-386.87463,-24.929144,-31.554388,-7.0561814,-2.1335707,-99.19295,-0.701139,-2.4549801,-0.48629287,-361.23514,-214.7501,-277.26855,-53.733814,-60.130665,-75.14969,-222.15855,-56.079033,-168.40483,-232.62773,-4.2587333,-10.724122,-4.3112364,-4.357473,-1.9689676,-6.154835,-66.5488,-1.9208393,-3.5952113,-115.15448,-212.14044,-17.387218,-26.202831,-24.6566,-7.2430696,-8.206457,-79.84098,-20.379713,-12.874086,-15.934963,-30.449411,0.0,-0.026346752,0.0,0.0,-0.473324,-0.54868954,-166.82974,-4.197449,-4.4672747,0.0,-35.372406,-14.548561,-269.7535,-943.0389,-9.692339,-153.49121,-42.64338,-148.47945
24,-207.42973,-9.254968,-5.230616,-40.891495,-24.266983,-12.629074,-10.365014,-9.040304,-3.5385332,-162.86697,-12.432214,-8.988773,-5.285815,-3.4717786,-2.748661,-2.8857296,-53.20944,0.0,-1.1381242,-1.6642959,-2.402325,-2.2416575,-594.23047,-565.0833,-2.143812,-0.6826194,-2.5434308,-340.66998,-1.2531263,-11.761797,-2.575829,-154.32187,-48.956535,-1008.3804,-383.85257,-23.309889,-32.655262,-6.3114324,-1.8354019,-94.63068,-0.629183,-2.2007241,-0.4364281,-376.01447,-265.72137,-348.24115,-54.64244,-68.08588,-85.16897,-172.06432,-49.525475,-153.61005,-205.72179,-4.266578,-9.240567,-3.7554626,-3.814925,-1.7296586,-5.4212084,-68.49472,-1.6714789,-3.0405376,-147.73788,-266.4569,-22.949762,-22.701576,-21.395504,-6.7169275,-13.23566,-107.7463,-18.171467,-11.930225,-15.950543,-28.085049,-8.551514,-4.5077724,-1.1858698,0.0,-0.7489107,-0.94588864,-287.2521,-4.248759,-5.0788107,0.0,-89.091,-18.2166,-465.3555,-759.05707,-31.258818,-113.571396,-155.24911,-107.17378
25,-260.40765,-9.340276,-5.144675,-44.16387,-26.678186,-12.665809,-6.7596955,-10.294169,-2.6333735,-151.74715,-11.622549,-6.5674386,-4.0051107,-2.325676,-2.0139306,-2.4405465,-55.38063,0.0,-0.9160656,-1.6371846,-2.3334646,-2.000312,-553.3616,-534.3685,-1.6740941,-0.6086175,-2.3878071,-311.6472,-1.9050529,-14.177788,-3.6640368,-71.62163,-26.687918,-710.41614,-340.2495,-20.591593,-29.565212,-5.6089864,-1.5771914,-86.42145,-0.5615121,-1.9606612,-0.3893929,-233.58379,-226.49847,-295.1514,-40.104794,-47.865707,-54.278557,-123.20194,-43.519962,-132.37904,-180.17516,-4.1093535,-9.631603,-3.9477928,-4.6098943,-1.8698937,-4.883582,-64.05778,-1.6838044,-2.8020084,-144.59804,-273.3058,-24.421211,-20.896952,-19.693827,-8.19906,-18.487278,-90.76577,-16.130098,-10.974595,-16.257473,-25.645721,-119.28524,-42.730846,-19.52189,0.0,-1.604312,-2.158222,-75.38509,-5.564223,-7.682458,-0.3316492,-28.010998,-5.7819166,-965.09015,-675.3462,-54.745193,-131.64162,-202.4472,-123.63505
26,-321.72543,-8.1346035,-4.5372033,-43.689907,-31.143938,-11.096354,-4.320638,-9.37518,-1.9877183,-143.29369,-11.222651,-5.57723,-3.4624422,-1.9651132,-1.735191,-2.18765,-65.739235,0.0,-0.7654456,-1.4485449,-2.0802584,-1.7708763,-538.61957,-519.4407,-1.2848772,-0.4675572,-2.1370258,-284.24503,-2.8797824,-17.252419,-5.2379208,-15.3398285,-9.16577,-311.9239,-269.93658,-16.447168,-24.279219,-4.987167,-1.3337511,-73.93881,-0.49859744,-1.7382736,-0.34566167,-264.79962,-237.96678,-292.96692,-42.952435,-49.796978,-55.737564,-119.46286,-41.65122,-128.14986,-144.16225,-3.6037593,-8.459378,-3.4761322,-4.027955,-1.6717669,-23.686361,-57.942772,-1.4785236,-2.428423,-151.26508,-291.02423,-56.90543,-18.200487,-17.135994,-19.325977,-15.618521,-72.12066,-14.1733465,-226.68535,-168.4627,-265.70624,-78.24934,-28.481728,-18.050083,0.0,-1.3129276,-1.7816048,-218.43651,-4.2639766,-6.00414,-4.69006,-71.69858,-12.948738,-1190.4683,-541.55115,-372.21252,-93.90521,-306.749,-86.72521
27,-360.17212,-6.8537955,-3.7803137,-46.23582,-32.778828,-9.2678995,-2.65811,-8.2906475,-1.5188915,-133.49039,-10.888372,-5.0284076,-3.1888924,-1.8741585,-1.6326343,-2.038351,-69.262024,0.0,-0.64815396,-1.2656895,-1.853122,-1.6389529,-541.6745,-519.54663,-1.0550045,-0.3547645,-1.7472174,-277.32013,-4.244385,-20.950184,-7.3813963,0.0,-0.2969189,-51.787575,-188.68022,-12.048523,-17.71066,-4.4488015,-1.10508,-58.572227,-0.44169873,-1.5427454,-0.30687946,-275.96548,-313.79596,-478.9346,-41.55369,-54.64825,-82.76001,-63.23386,-32.937115,-101.22504,-99.79467,-3.0611293,-6.0922117,-2.6212149,-2.9728343,-1.3242272,-24.413795,-54.498775,-1.116767,-1.8719733,-196.57443,-377.89423,-66.65654,-14.124698,-13.410671,-27.778818,-23.499716,-156.75244,-12.74757,-290.2496,-220.23666,-350.25302,-90.29484,-32.56681,-16.474667,0.0,-1.2657032,-1.7087744,-137.26001,-4.1097765,-5.904845,-5.34812,-49.141098,-8.364216,-1607.8715,-443.96616,-452.97357,-54.663624,-278.47525,-49.703537
28,-376.94995,-6.349122,-3.5398254,-46.344456,-33.72132,-8.499845,-1.7562008,-7.315031,-1.2009192,-118.4456,-10.463834,-3.9447005,-2.635916,-1.4638273,-1.3546795,-1.8504686,-69.186935,0.0,-0.53090197,-1.1831523,-1.72749,-1.527202,-501.2651,-482.3518,-0.83666354,-0.31728634,-1.6707153,-282.96323,-6.155296,-25.444122,-10.316486,0.0,0.0,-0.7725636,-132.67207,-8.937638,-13.085499,-3.979631,-0.92205215,-47.98237,-0.39179024,-1.3714718,-0.2728812,-248.82407,-304.4962,-464.63608,-37.09411,-47.489914,-71.57883,-48.698303,-28.194098,-88.60954,-75.500755,-2.5975673,-5.694747,-2.498617,-3.0486653,-1.3355929,-25.501287,-45.872746,-1.0186614,-1.6456362,-197.79355,-394.1942,-68.22552,-11.914204,-11.308025,-28.76673,-23.010803,-149.97034,-11.525026,-455.10266,-408.74368,-672.54706,-78.717865,-28.469059,-15.079474,0.0,-1.1243238,-1.5207734,-115.58506,-3.6709168,-5.262249,-6.376525,-44.50341,-7.1000714,-1993.2877,-403.47357,-437.09882,-53.274323,-221.29602,-50.09153
29,-350.09198,-5.7241564,-3.1638358,-44.65932,-33.52394,-7.498236,-1.4926499,-6.555774,-1.0428385,-111.563065,-12.765238,-3.3579097,-2.153988,-1.118009,-1.1028032,-1.6478143,-69.87018,-2.8865066,-3.1880922,-1.080679,-1.5716938,-1.3849303,-480.94324,-456.89865,-0.6661678,-0.2760528,-1.4961077,-374.86334,-8.619413,-30.53259,-14.034027,0.0,0.0,0.0,-106.56322,-7.480356,-10.722024,-3.5609584,-0.7892658,-41.800842,-0.34757754,-1.2194462,-0.24268803,-222.68102,-237.69917,-299.02945,-34.00594,-37.794876,-45.16156,-61.88061,-26.969217,-86.35456,-70.094505,-2.2932596,-5.7979536,-2.4667706,-2.956513,-1.2844067,-54.171127,-39.636234,-1.0180548,-1.5967947,-162.29283,-329.20694,-62.36789,-11.710806,-11.030798,-25.003225,-17.908407,-71.731415,-10.496531,-659.75055,-675.3905,-1084.8644,-61.65455,-22.313154,-13.70785,0.0,-0.9809065,-1.3374949,-176.32823,-3.0313857,-4.36896,-10.937136,-67.14812,-9.784234,-1888.767,-364.3078,-476.2651,-60.886673,-173.50642,-59.54697
30,-327.6911,-4.939484,-2.7542126,-41.23026,-31.689909,-6.794726,-1.6872932,-6.20295,-1.0129547,-113.26016,-14.878658,-3.3527324,-2.0065634,-1.0969441,-1.0504004,-1.5041722,-69.462395,-3.6881647,-3.3942897,-0.9587142,-1.4128406,-1.2505102,-483.79343,-452.6756,-0.5613631,-0.20460568,-1.2643908,-413.1431,-11.386217,-35.64368,-18.15203,0.0,0.0,0.0,-99.07646,-6.984482,-9.96881,-3.1826646,-0.6928578,-38.391434,-0.30820113,-1.0835563,-0.21568963,-211.90524,-226.3775,-295.49155,-33.213642,-36.579697,-46.13178,-57.19884,-23.247686,-75.05053,-62.94537,-2.07121,-5.1035004,-2.1342978,-2.562688,-1.0777282,-51.677406,-41.08071,-0.8997518,-1.413211,-152.8205,-304.5511,-55.688374,-10.613833,-10.019572,-21.96708,-19.075493,-79.44063,-9.770961,-717.42017,-756.95557,-1220.1292,-59.975433,-21.787617,-12.318475,0.0,-0.88288474,-1.1974367,-144.1011,-2.7453794,-3.9828222,-9.709758,-59.002575,-8.168467,-1637.1393,-304.2675,-515.88617,-54.036877,-166.38278,-55.179707
31,-303.01562,-4.3062325,-2.3973277,-38.48795,-30.061213,-5.930582,-1.7415677,-5.9545784,-0.9551413,-115.21779,-15.2406225,-9.192923,-1.8070483,-1.0120752,-0.9591844,-1.3508902,-66.26906,-4.0866847,-3.485005,-0.85441583,-1.2694218,-1.1279175,-481.9754,-447.0308,-0.5012739,-0.1763109,-1.0674038,-407.79028,-14.3222275,-40.592285,-22.4793,0.0,-0.03517612,-1.3696545,-98.561676,-6.8943434,-9.885776,-2.8394186,-0.6162549,-36.286907,-0.27306482,-0.961791,-0.1914904,-200.54672,-206.3886,-259.6726,-33.654995,-34.581535,-42.0691,-55.099823,-20.297709,-66.42938,-58.014366,-1.8734858,-4.5760136,-1.8905677,-2.2409892,-0.91163397,-45.654503,-42.697525,-0.81251806,-1.2806987,-137.68866,-270.12195,-47.945694,-9.710139,-9.1775055,-19.049482,-18.102652,-69.64902,-9.280037,-699.8911,-744.1836,-1208.4639,-52.59515,-19.134092,-11.075014,0.0,-0.7816088,-1.0614341,-141.07872,-2.412522,-3.5069644,-9.752028,-58.79309,-7.8915653,-1444.3756,-262.29633,-480.70428,-49.18161,-147.70058,-51.550095
32,-269.08777,-3.8555038,-2.1646671,-35.516254,-28.390652,-5.303819,-1.9124348,-5.8197374,-0.9116738,-115.6841,-15.122725,-18.261381,-1.5555359,-0.85995793,-0.83539355,-1.2107054,-62.874176,-5.2001605,-4.479833,-0.7727248,-1.1477276,-1.0192766,-459.49088,-424.6784,-0.43151745,-0.15752405,-0.99039406,-395.1146,-17.403452,-45.402706,-26.987255,-0.2252317,-0.68215156,-6.9883113,-99.106544,-6.937356,-9.981964,-2.5283682,-0.55210346,-34.38307,-0.24172552,-0.8527483,-0.16981383,-183.5433,-175.71458,-198.4839,-32.520638,-30.965464,-33.20304,-61.744205,-19.018353,-63.281757,-55.455,-1.6795381,-4.087268,-1.7114604,-2.0237095,-0.81546515,-42.30177,-42.13309,-0.7363661,-1.2008444,-117.733185,-229.33366,-41.1104,-8.744884,-8.279828,-16.466822,-15.896595,-47.07119,-11.934329,-679.9631,-736.89136,-1192.3801,-45.242558,-16.375776,-9.887456,0.0,-0.6522182,-0.8943237,-185.90785,-2.012418,-2.8888338,-12.292319,-75.386116,-9.722564,-1277.2017,-226.79141,-423.53964,-49.732655,-135.6662,-49.463615
33,-225.91103,-3.3924181,-1.9148784,-30.444298,-24.681477,-4.622625,-2.1636379,-5.5222297,-0.89578915,-113.16719,-14.868412,-25.395748,-1.4096006,-0.80828565,-0.78249896,-1.101339,-55.2772,-5.2116003,-4.605056,-0.69653326,-1.0374111,-0.92308515,-424.72293,-392.8834,-0.39094403,-0.14337394,-0.86821115,-400.84457,-20.596449,-50.069183,-31.631487,-5.3684297,-3.1433613,-30.665289,-107.12235,-7.5494747,-11.137818,-84.04012,-0.51172745,-32.833572,-0.2137755,-19.321766,-0.15039873,-182.64879,-164.04767,-187.45999,-32.12085,-30.298574,-33.690693,-56.825783,-16.86153,-56.00691,-49.111214,-1.4855437,-3.6338632,-1.4957818,-1.7646316,-0.69776994,-40.236504,-40.797153,-0.6527515,-1.0628577,-107.81472,-207.75362,-36.265015,-7.7208943,-7.3179364,-14.350198,-14.245648,-46.464085,-115.43923,-698.1751,-767.54926,-1235.0599,-40.474888,-14.76031,-8.802256,0.0,-0.59766287,-0.81902915,-162.31902,-1.8149552,-2.6319191,-11.07411,-69.67077,-8.582805,-1163.04,-191.61159,-380.93427,-45.576015,-131.65976,-42.736088
34,-185.04942,-3.016686,-1.7164071,-25.943815,-21.065714,-4.091757,-2.5315733,-5.1714396,-0.88087404,-112.83628,-15.891574,-37.882355,-1.2560956,-0.740771,-0.720816,-0.99488103,-48.977634,-5.0878034,-5.113557,-0.63021475,-0.9391676,-0.84067494,-395.08386,-368.07095,-0.6480428,-1.3036112,-0.7963733,-425.50314,-23.886906,-54.607315,-36.395527,-21.002079,-8.884646,-90.591644,-125.7224,-8.758161,-13.523617,-198.8859,-0.4913714,-32.757107,-0.18309103,-57.047665,-0.12916586,-180.22652,-146.12201,-160.82826,-31.51448,-28.829285,-31.296095,-55.164677,-15.274472,-51.023273,-44.372726,-1.3147831,-3.2301538,-1.319038,-1.5528619,-0.6077488,-38.911366,-38.40158,-0.5807819,-0.9526023,-94.25001,-180.76218,-31.2256,-6.830813,-6.482075,-12.401299,-12.137324,-38.763325,-120.9486,-689.84485,-758.778,-1221.0737,-35.620655,-12.999593,-7.841746,0.0,-0.5271353,-0.72320664,-157.67824,-1.5960094,-2.3165507,-10.900064,-68.608215,-8.41693,-1077.285,-162.93552,-332.65543,-41.82548,-126.04608,-37.512672
35,-151.9611,-2.6968477,-1.532094,-22.624338,-18.294147,-3.6499326,-3.0309787,-4.8997197,-0.88399816,-118.00505,-17.040688,-44.546364,-1.091772,-0.65098524,-0.6480301,-0.8941416,-43.944862,-4.814077,-5.7692,-0.5703359,-0.8530829,-0.7690744,-367.90485,-349.49982,-3.7975373,-2.6873279,-0.7226994,-443.31888,-27.204163,-58.953037,-41.18018,-35.159157,-13.705567,-138.6556,-132.3666,-9.226113,-14.577622,-256.61377,-0.46152335,-31.468119,-0.15064703,-77.6444,-0.10629241,-175.05128,-128.75694,-134.73466,-30.518368,-26.927504,-27.409407,-58.124893,-14.33556,-49.444504,-40.424084,-1.15965,-2.8740003,-1.1722287,-1.3880441,-0.54581255,-38.37555,-35.833134,-0.5178061,-0.8624656,-81.94488,-157.8525,-27.414972,-6.03989,-5.737421,-10.808013,-10.2759285,-30.225582,-119.18091,-642.411,-704.3383,-1141.1636,-31.2934,-11.419865,-6.933918,0.0,-0.44049317,-0.6050029,-178.9235,-1.3602552,-1.9503822,-12.103316,-76.561325,-9.411589,-997.9036,-138.20607,-292.60962,-39.025536,-123.70704,-33.77802
36,-125.19502,-2.3876908,-1.361425,-19.555786,-15.499036,-3.2273023,-3.3219762,-4.65653,-0.8889711,-127.9014,-18.64882,-50.869858,-0.98019654,-0.6087646,-0.59817076,-0.8022768,-38.800148,-4.6736884,-5.957156,-0.5155776,-0.77646804,-0.70667773,-353.87393,-343.08966,-5.5421314,-3.768199,-0.64522094,-463.6866,-30.449808,-63.016346,-45.846634,-43.476498,-16.43028,-163.03323,-129.07935,-9.069688,-14.379298,-294.7183,-0.42440394,-29.243301,-0.12656887,-91.89963,-0.52049387,-177.71191,-119.302475,-124.76463,-30.170832,-26.484049,-26.927704,-53.216034,-12.770062,-44.217293,-35.52549,-1.0218941,-2.5541189,-1.0238149,-1.209259,-0.47079518,-37.08623,-33.90915,-0.45798916,-0.760696,-73.66954,-141.49286,-24.246546,-5.32937,-5.065544,-9.390767,-8.931232,-27.74159,-113.16565,-613.7409,-668.4123,-1090.9258,-27.558155,-10.070812,-6.156137,0.0,-0.39822015,-0.54758865,-157.46501,-1.213092,-1.7510674,-11.200334,-69.14683,-8.676913,-927.58887,-116.675186,-272.30463,-34.329247,-120.71157,-48.06203
37,-105.27363,-2.1269228,-1.2110971,-17.552504,-13.606521,-2.871496,-3.437328,-4.3862896,-0.8803941,-132.38736,-18.725965,-55.76313,-0.8476435,-0.53361607,-0.5346304,-0.72073656,-35.419132,-4.4149413,-6.5010705,-0.46682692,-0.7077943,-0.6507468,-336.9054,-329.98483,-9.893156,-4.0189385,-0.5760287,-474.04266,-33.552162,-66.74891,-50.29539,-48.610916,-18.0493,-167.26923,-121.12911,-8.608323,-13.777966,-308.05536,-0.38655454,-26.772642,-2.0140362,-98.39172,-2.640871,-168.25117,-103.84432,-102.886665,-28.825499,-24.04562,-22.84502,-52.12606,-11.736674,-41.25971,-31.760622,-0.9011159,-2.2702863,-0.9115773,-1.0840645,-0.4240298,-35.924885,-31.47043,-0.40842313,-0.68372405,-63.05994,-121.42295,-20.677605,-4.7143507,-4.4857116,-8.251033,-7.657993,-21.347733,-106.191284,-566.2406,-609.85126,-1006.37146,-24.1886,-8.807865,-5.1628428,0.0,-0.3267284,-0.44767335,-166.97293,-1.0327202,-1.4659218,-12.021788,-72.65149,-9.350451,-864.6037,-100.72903,-245.61717,-30.708532,-118.47253,-47.60979
38,-88.65566,-1.8806272,-1.0775706,-15.556513,-11.619055,-2.789108,-3.5165691,-4.1065726,-0.8438818,-136.22742,-18.673456,-58.14433,-0.75886154,-0.95021003,-0.48710096,-0.6483224,-31.760746,-4.28864,-6.671551,-0.42292982,-0.6455584,-0.5993504,-323.46045,-318.0367,-15.558256,-4.603775,-2.2221632,-460.89417,-36.4678,-70.13671,-54.467766,-53.41586,-19.56361,-151.75357,-111.12942,-8.015813,-12.8120165,-311.11142,-0.35190856,-24.443,-3.440606,-101.3116,-3.887236,-180.36598,-100.27585,-98.196205,-30.82694,-24.111917,-22.684586,-45.452263,-10.27731,-35.980183,-27.685303,-0.7937153,-2.0163445,-0.7965126,-0.94684535,-0.3669087,-33.333282,-32.466187,-0.36098298,-0.6009424,-57.487663,-109.26953,-17.710272,-4.1595716,-3.9603152,-7.297685,-6.8578205,-20.651848,-105.26514,-539.0527,-575.3834,-959.38385,-21.368803,-7.8160934,-4.7991047,0.0,-0.30073258,-0.41344985,-141.98787,-0.926551,-1.3296353,-10.904837,-63.195324,-8.410267,-840.00354,-86.9073,-254.8872,-27.003227,-116.132835,-89.34031
39,-76.03525,-1.6716652,-0.9589465,-14.0887575,-10.351578,-2.5332322,-3.4864867,-3.7815719,-0.786696,-140.24318,-18.552698,-60.826015,-2.342751,-4.1055136,-0.43109483,-0.5831825,-29.87454,-5.233533,-7.556873,-0.3831682,-0.5884641,-0.55036426,-309.24146,-304.1319,-20.093735,-5.1771126,-2.1279538,-437.34485,-39.09959,-73.105156,-58.228016,-50.93117,-18.729277,-134.43109,-98.86632,-7.26256,-11.752002,-281.29324,-0.31820768,-22.07067,-3.5594876,-92.202415,-3.6292224,-174.6999,-91.70404,-84.180565,-31.188517,-22.388067,-19.665623,-43.321083,-9.378522,-33.34974,-24.533228,-0.6981971,-1.7916287,-0.71039486,-0.85351723,-0.33394462,-32.794285,-31.32791,-0.32173532,-0.53841347,-50.985847,-96.44349,-15.45191,-3.6766152,-3.5036247,-6.534111,-6.0741997,-17.238022,-122.8721,-514.18243,-544.399,-921.6643,-18.727135,-6.8176436,-3.8141253,0.0,-0.24698478,-0.33761996,-149.25478,-0.7923103,-1.1182336,-11.617755,-65.89646,-9.059842,-823.605,-76.40773,-252.94815,-23.919865,-114.61954,-90.492226
40,-65.05847,-1.4803877,-0.85342056,-12.085921,-8.974693,-2.241874,-3.6616151,-5.074005,-0.7203894,-145.81813,-18.33925,-60.84942,-4.1949716,-5.9211535,-0.3874177,-0.5245967,-27.513407,-5.6077647,-7.882319,-0.34710792,-0.53565556,-0.50409263,-299.4914,-293.13846,-21.10771,-5.420235,-1.8990852,-400.04468,-41.397705,-75.63238,-61.50629,-45.078342,-16.640593,-120.054596,-86.19243,-6.4401407,-11.281301,-251.16364,-0.28393123,-19.595774,-3.209674,-83.04728,-3.2455294,-166.53864,-86.60538,-76.074326,-30.514679,-21.191387,-18.41878,-37.273785,-8.186706,-28.773594,-21.450003,-0.61537015,-1.5914102,-0.62766564,-0.7571517,-0.29526788,-33.59482,-30.069818,-0.28585285,-0.47592047,-46.540367,-87.92688,-13.219955,-3.2502084,-3.1002815,-5.791731,-5.3535395,-15.435641,-115.43046,-508.3389,-536.7844,-913.96,-16.590673,-6.072239,-3.6700666,0.0,-0.2285493,-0.3138826,-131.76546,-0.7114016,-1.016272,-10.639011,-59.079002,-8.249228,-779.9972,-67.529366,-227.66316,-21.181845,-158.64622,-99.88242
41,-56.18602,-1.313673,-0.7597397,-10.618654,-7.948277,-1.9852903,-6.1856804,-7.8678837,-0.65205765,-147.95781,-17.867231,-60.55856,-9.97934,-9.506681,-0.34334618,-0.47149083,-24.855381,-5.2282753,-8.184292,-0.31426698,-0.48663294,-0.46024457,-278.91028,-273.77097,-28.491426,-7.9043803,-3.915836,-362.99527,-43.322815,-77.70615,-64.24902,-40.031002,-14.764583,-107.65157,-74.985054,-5.68913,-10.5323515,-233.73247,-0.25256902,-17.345171,-3.7316577,-77.47824,-4.844095,-162.86415,-79.660126,-61.95527,-33.700676,-22.171537,-15.555853,-34.600704,-7.3978395,-26.063492,-19.012001,-0.5421431,-1.4148037,-0.561893,-0.6814398,-0.26922834,-31.944483,-32.067158,-0.25543985,-0.4263485,-40.86776,-76.17446,-11.318269,-2.8772538,-2.7480814,-5.1252694,-4.6786594,-11.836266,-109.85841,-471.3933,-495.4503,-852.5211,-14.551326,-5.29966,-2.805048,0.0,-0.18745545,-0.25560763,-158.07594,-0.6094102,-0.85588264,-11.3146105,-66.11391,-9.509247,-818.7912,-60.29067,-199.21013,-18.797607,-144.37059,-97.149666
42,-48.486652,-1.1631848,-0.67622477,-9.121868,-6.8880787,-1.9026552,-6.0158644,-7.722414,-0.59232706,-146.37552,-17.121479,-59.132133,-10.249332,-9.956226,-0.30934083,-0.42375523,-21.47018,-4.905327,-8.233948,-0.28425822,-0.4414692,-0.4194087,-252.28876,-248.88135,-30.274395,-8.56828,-9.643947,-323.078,-44.85886,-79.33431,-66.43595,-35.742107,-13.159491,-96.88284,-65.373695,-5.0197954,-9.665104,-215.50713,-0.22472946,-15.364309,-3.559445,-71.31356,-4.7049313,-159.29515,-77.204094,-56.79484,-33.3049,-22.040903,-15.095242,-30.336504,-6.509382,-22.944582,-16.603725,-0.4759529,-1.2574048,-0.4950768,-0.60423344,-0.23877448,-29.294495,-31.73371,-0.22643206,-0.37597334,-37.594322,-67.58173,-10.013272,-2.539847,-2.4270618,-4.528962,-4.1047745,-11.272066,-105.737816,-433.68414,-455.30405,-789.15283,-12.89594,-4.7219043,-2.782128,0.0,-0.17430085,-0.23905678,-147.1617,-0.5476202,-0.779315,-10.279639,-62.302547,-8.864993,-780.7886,-52.883938,-188.21109,-16.714832,-136.00975,-107.99824
43,-42.10831,-1.0301042,-0.6016371,-8.007221,-6.0477157,-3.874913,-5.6334214,-6.9500456,-0.5408257,-146.00755,-16.603848,-57.707245,-10.508191,-11.120608,-0.27574974,-0.38057005,-19.288311,-4.6609745,-8.2722645,-0.2567188,-0.3996695,-0.3811008,-234.99046,-233.73462,-32.44862,-8.743053,-12.416334,-296.65198,-45.90364,-80.42857,-67.922455,-32.056866,-11.773692,-87.4096,-57.119225,-4.431977,-8.73064,-208.29903,-0.19988291,-13.607969,-4.104161,-66.80161,-5.286663,-147.02133,-71.98327,-49.063694,-31.740782,-20.931599,-13.403099,-27.648163,-5.83796,-20.808668,-14.630149,-0.4179599,-1.1175779,-0.439604,-0.5390227,-0.21519712,-26.871334,-30.664902,-0.20137405,-0.3343269,-33.55468,-58.337677,-8.859807,-2.2436926,-2.1457038,-3.9956734,-3.5954974,-9.825551,-96.18522,-384.0348,-399.5636,-696.92676,-11.360891,-4.148433,-2.2334173,0.0,-1.1886183,-0.2005377,-144.04688,-0.47425473,-0.66785175,-10.34627,-62.046486,-8.927662,-737.0448,-46.478073,-185.66823,-14.893045,-146.74046,-108.374466
44,-36.632687,-0.9122491,-0.5348133,-7.0327945,-5.3248973,-12.640005,-5.3362594,-6.159933,-0.49565068,-141.55649,-16.07101,-53.054737,-9.322704,-9.968965,-0.24504548,-0.34148976,-18.356913,-4.129061,-7.6383595,-0.23134275,-0.36092576,-0.34533858,-221.19183,-221.31354,-30.49995,-8.713713,-11.840115,-282.6762,-46.419624,-80.96552,-68.656494,-28.86209,-10.568743,-79.01306,-50.000004,-3.9172888,-7.876747,-190.45204,-0.17750925,-12.037936,-3.779239,-61.600353,-5.0088153,-129.73036,-65.598175,-43.00851,-29.10955,-19.424288,-11.592095,-25.034346,-5.231237,-18.779154,-12.899407,-0.366746,-0.9928762,-0.39114276,-0.4798232,-0.1944542,-25.42096,-28.19545,-0.1792163,-0.29747874,-30.35269,-52.779263,-7.807091,-1.9828061,-1.8977255,-3.5266044,-3.1525626,-7.970597,-82.53127,-349.6021,-359.34146,-635.29297,-9.7209635,-3.5295248,-1.5859625,0.0,-1.0454359,-0.16208276,-151.73901,-0.40689534,-0.5626626,-10.717982,-65.770454,-9.334271,-672.6651,-40.966747,-154.77805,-13.27909,-137.1485,-104.90671
45,-62.252117,-39.62314,-45.154892,-6.2089877,-10.112396,-27.077133,-5.0986657,-5.448913,-0.45505637,-135.56065,-15.242535,-50.34437,-8.656405,-9.43924,-0.22269817,-0.30616122,-19.652971,-3.8147533,-6.9309754,-1.4789616,-0.32519916,-0.312213,-211.21251,-208.04175,-29.014994,-8.760495,-21.681147,-267.62576,-46.431404,-80.97745,-68.673485,-26.016575,-9.497526,-71.3721,-43.824417,-3.6803508,-8.591669,-166.90518,-0.15645331,-10.584519,-3.674945,-55.508797,-4.647868,-129.90591,-62.47723,-39.784523,-29.135672,-19.52073,-12.197134,-20.9478,-4.484127,-15.651948,-11.262343,-0.32420644,-0.8819838,-0.34279096,-0.42444572,-0.16858497,-23.289026,-27.537579,-0.1587107,-0.26074666,-27.221094,-47.37756,-6.5662084,-1.7524327,-1.6788101,-3.1131926,-2.76584,-7.705942,-79.195175,-342.30978,-345.44992,-629.33154,-8.844424,-3.2393622,-1.8047694,0.0,-1.0099251,-0.15859896,-135.55067,-0.3701675,-0.52355653,-9.457919,-58.884647,-8.305194,-696.9783,-35.82777,-131.76553,-11.839745,-128.01407,-80.67915
